text,label
"Confirming our upcoming meeting: Please confirm our appointment (variation 4).",Meeting Request
"Can we find a time to connect? Please confirm our appointment (v3).",Meeting Request
"Need to schedule a discussion. Please confirm our appointment (variation 1).",Meeting Request
"I'd like to arrange a meeting regarding: Please confirm our appointment.",Meeting Request
"What's your availability for a chat? Please confirm our appointment (variation 4).",Meeting Request
"Really value your assistance with this. Thank you for your support (v5).",General Feedback
"Grateful for your help. Thank you for your support (variation 2).",General Feedback
"Thanks again for everything. Thank you for your support (v6).",General Feedback
"Just wanted to say thanks: Thank you for your support (variation 1).",General Feedback
"Your help was much appreciated! Thank you for your support.",General Feedback
"Positive feedback regarding: Thank you for your support (variation 4).",General Feedback
"Thank you for the excellent support. Thank you for your support (v3)",General Feedback
"Kudos to the team for: Thank you for your support (variation 2).",General Feedback
"Checking if you're free to meet. Are you free for a meeting (v5).",Meeting Request
"What time works best for you? Are you free for a meeting (variation 2).",Meeting Request
"Do you have any openings for a meeting? Are you free for a meeting.",Meeting Request
"Are you available for a quick sync? Are you free for a meeting (variation 1).",Meeting Request
"Can we find a time to connect? Are you free for a meeting (variation 3).",Meeting Request
"Let's set up a call to discuss. Are you free for a meeting (v4).",Meeting Request
"Need to schedule a discussion. Are you free for a meeting (variation 2).",Meeting Request
"I'd like to arrange a meeting regarding: Are you free for a meeting (v1).",Meeting Request
"The item I received was defective: The item arrived broken (v5).",Complaint
"There's damage to the product: The item arrived broken (variation 2).",Complaint
"It arrived damaged: The item arrived broken (v6).",Complaint
"This situation is unacceptable: The item arrived broken.",Complaint
"Could you look into why The item arrived broken (variation 1).",Complaint
"I'm writing to complain about the fact that The item arrived broken (variation 4).",Complaint
"My problem is that The item arrived broken (v3).",Complaint
"I'm dissatisfied because The item arrived broken (variation 2).",Complaint
"Please provide the tracking code for my shipment. Please provide the tracking number (v5).",Order Update
"Need the tracking info, please. Please provide the tracking number (variation 2).",Order Update
"Could you send me the tracking number for my order? Please provide the tracking number.",Order Update
"Requesting tracking information for: Please provide the tracking number (variation 1).",Order Update
"Can you provide the shipping details? Please provide the tracking number (variation 3).",Order Update
"Checking the status of my shipment: Please provide the tracking number (v4).",Order Update
"Need an update on delivery: Please provide the tracking number (variation 2).",Order Update
"Following up on my order status. Please provide the tracking number (v1).",Order Update
"Top-notch service! Great service overall (v5).",General Feedback
"Excellent result! Great service overall (variation 2).",General Feedback
"Happy with the service provided. Great service overall (v6).",General Feedback
"Very satisfied with how this turned out. Great service overall.",General Feedback
"I'm pleased with the outcome: Great service overall (variation 1).",General Feedback
"Great job on this: Great service overall (variation 4).",General Feedback
"Positive feedback regarding: Great service overall (v3)",General Feedback
"Kudos to the team for: Great service overall (variation 2).",General Feedback
"Could you look into why No one is responding to my complaint? (v7)",Complaint
"Still waiting for a reply regarding my issue: No one is responding to my complaint (variation 2).",Complaint
"I'm writing to complain about the fact that No one is responding to my complaint (variation 3).",Complaint
"My problem is that No one is responding to my complaint (v8)",Complaint
"Can someone please address this? No one is responding to my complaint (variation 4).",Complaint
"I haven't heard back about my complaint: No one is responding to my complaint (v1).",Complaint
"Is anyone looking into my complaint? No one is responding to my complaint.",Complaint
"Unfortunately, No one is responding to my complaint (variation 4).",Complaint
"There seems to be a problem: No one is responding to my complaint (v3)",Complaint
"This situation is unacceptable: No one is responding to my complaint (variation 2).",Complaint
"I need to report an issue: No one is responding to my complaint (v1).",Complaint
"Regarding my recent experience: No one is responding to my complaint (variation 3).",Complaint
"I'm dissatisfied because No one is responding to my complaint (v2)",Complaint
"Could we schedule a time to talk about this? Can we schedule a call (v7).",Meeting Request
"Let's set up a call to discuss. Can we schedule a call (variation 3).",Meeting Request
"Need to schedule a discussion. Can we schedule a call (v8).",Meeting Request
"Proposing a meeting: Can we schedule a call (variation 2).",Meeting Request
"I'd like to arrange a meeting regarding: Can we schedule a call (v1).",Meeting Request
"Can we find a time to connect? Can we schedule a call.",Meeting Request
"Are you available for a quick sync? Can we schedule a call (v4)",Meeting Request
"What's your availability for a chat? Can we schedule a call (variation 3).",Meeting Request
"Just wanted to say thanks: I appreciate the help (v7).",General Feedback
"Your help was much appreciated! I appreciate the help (variation 3).",General Feedback
"Positive feedback regarding: I appreciate the help (v8).",General Feedback
"Grateful for your help. I appreciate the help (variation 2).",General Feedback
"Thanks again for everything. I appreciate the help (v1).",General Feedback
"Really value your assistance with this. I appreciate the help.",General Feedback
"Just wanted to say thanks: I appreciate the help (v4)",General Feedback
"Your help was much appreciated! I appreciate the help (variation 2).",General Feedback
"I am requesting a refund because I want a refund.",Complaint
"Please process a reimbursement; I want a refund (v1)",Complaint
"My problem is that I want a refund (variation 2).",Complaint
"I require my money back since I want a refund (v3).",Complaint
"I'm writing to complain about the fact that I want a refund (variation 4).",Complaint
"This situation is unacceptable: I want a refund (v2).",Complaint
"Could you look into why I want a refund.",Complaint
"I'm dissatisfied because I want a refund (variation 1).",Complaint
"Checking the status of my shipment: Has my package shipped yet (v7).",Order Update
"Has my item been dispatched yet? Has my package shipped yet (variation 3).",Order Update
"Confirmation needed: Has the order been sent? Has my package shipped yet (variation 3).",Order Update


